Data,,,,,,,,,,,,,
Time,Conductivity,Temperature,Pressure,Temperature,Dissolved O2 concentration,PAR,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Dissolved O2 saturation,Density anomaly
2025-03-24 13:58:55.000,0.0013,21.2332,10.105,21.3028,249.4945,0.0027,-0.0275,-0.0273,0.0105,1486.094,1.3927,90.0525,
2025-03-24 13:58:57.000,0.001,21.2335,10.1049,21.3038,250.0518,0.0027,-0.0275,-0.0273,0.0104,1486.0952,1.1103,90.2542,
2025-03-24 13:58:58.000,0.0012,21.2338,10.1049,21.3048,250.4575,0.0027,-0.0276,-0.0273,0.0105,1486.0958,1.2717,90.4011,
2025-03-24 13:59:00.000,0.0011,21.2352,10.105,21.306,249.106,0.0042,-0.0274,-0.0272,0.0104,1486.1001,1.1504,89.9158,
2025-03-24 13:59:03.000,0.0012,21.2363,10.1053,21.3071,249.0892,0.0012,-0.0272,-0.0269,0.0105,1486.1035,1.332,89.9117,
2025-03-24 13:59:04.000,0.0011,21.2368,10.1049,21.3079,249.0179,0.0048,-0.0275,-0.0273,0.0105,1486.1049,1.1908,89.8868,
2025-03-24 13:59:06.000,0.0011,21.2375,10.1051,21.3085,249.8358,0.0042,-0.0273,-0.0271,0.0105,1486.107,1.1691,90.1833,
2025-03-24 13:59:07.000,0.0011,21.2382,10.1051,21.3095,249.7149,0.0027,-0.0274,-0.0272,0.0105,1486.1091,1.1499,90.1409,
2025-03-24 13:59:09.000,0.0013,21.2403,10.1048,21.311,249.7757,0.0027,-0.0277,-0.0275,0.0105,1486.115,1.351,90.1664,
2025-03-24 13:59:11.000,0.0011,21.2439,10.1047,21.3113,249.7264,0.0006,-0.0277,-0.0275,0.0105,1486.1259,1.1892,90.155,
2025-03-24 13:59:12.000,0.001,21.2513,10.1048,21.3127,249.5943,0.0063,-0.0277,-0.0274,0.0105,1486.1479,1.1078,90.1204,
2025-03-24 13:59:14.000,0.0012,21.253,10.1049,21.3132,250.0732,0.0048,-0.0276,-0.0274,0.0105,1486.1529,1.3298,90.2963,
2025-03-24 13:59:15.000,0.0011,21.252,10.1048,21.3143,250.4155,0.0012,-0.0277,-0.0274,0.0105,1486.15,1.2092,90.4182,
2025-03-24 13:59:17.000,0.0011,21.2529,10.1048,21.3155,249.6534,0.0042,-0.0277,-0.0275,0.0105,1486.1527,1.168,90.1445,
2025-03-24 13:59:19.000,0.0012,21.2531,10.1049,21.3161,249.762,0.0012,-0.0275,-0.0273,0.0105,1486.1534,1.3099,90.1842,
2025-03-24 13:59:20.000,0.0013,21.2524,10.1049,21.3173,249.7834,0.0033,-0.0276,-0.0273,0.0105,1486.1513,1.411,90.1906,
2025-03-24 13:59:22.000,0.0012,21.2564,10.1049,21.318,249.4744,0.0012,-0.0275,-0.0273,0.0105,1486.163,1.2892,90.0861,
2025-03-24 13:59:23.000,0.0011,21.2566,10.1048,21.3194,249.596,0.0006,-0.0277,-0.0275,0.0105,1486.1638,1.2084,90.1304,
2025-03-24 13:59:25.000,0.0012,21.2642,10.1048,21.3205,249.2528,0.0042,-0.0277,-0.0274,0.0105,1486.1861,1.2678,90.0198,
2025-03-24 13:59:27.000,0.0012,21.2609,10.1049,21.3213,249.66,0.0012,-0.0275,-0.0273,0.0105,1486.1765,1.2686,90.1611,
2025-03-24 13:59:28.000,0.0014,21.262,10.1046,21.3224,249.9223,0.0012,-0.0278,-0.0276,0.0105,1486.1798,1.5107,90.2578,
2025-03-24 13:59:30.000,0.0011,21.2657,10.105,21.3232,249.5558,0.0027,-0.0274,-0.0272,0.0105,1486.1907,1.1468,90.1319,
2025-03-24 13:59:31.000,0.0012,21.2711,10.1048,21.3245,250.1079,0.0069,-0.0277,-0.0274,0.0105,1486.2067,1.3286,90.3408,
2025-03-24 13:59:33.000,0.0011,21.269,10.1048,21.3259,249.2982,-0.0016,-0.0277,-0.0275,0.0105,1486.2004,1.2272,90.0446,
2025-03-24 13:59:35.000,0.0012,21.2708,10.1048,21.3266,249.8009,0.0027,-0.0277,-0.0274,0.0105,1486.2057,1.3069,90.2293,
2025-03-24 13:59:36.000,0.0012,21.2728,10.105,21.328,249.366,0.0012,-0.0274,-0.0272,0.0105,1486.2118,1.287,90.0758,
2025-03-24 13:59:38.000,0.0011,21.2743,10.1047,21.3285,248.4051,0.0011,-0.0278,-0.0276,0.0105,1486.2161,1.2065,89.7313,
2025-03-24 13:59:39.000,0.0012,21.2814,10.1049,21.33,249.5239,0.0042,-0.0275,-0.0273,0.0105,1486.2371,1.3272,90.148,
2025-03-24 13:59:41.000,0.0012,21.2809,10.1051,21.3316,249.8401,0.0042,-0.0273,-0.0271,0.0105,1486.2357,1.2663,90.2614,
2025-03-24 13:59:43.000,0.0012,21.2793,10.1052,21.3322,250.2668,0.0069,-0.0273,-0.0271,0.0105,1486.2311,1.2461,90.4128,
2025-03-24 13:59:44.000,0.0011,21.2828,10.1049,21.3334,248.9954,0.0033,-0.0276,-0.0274,0.0105,1486.2412,1.1652,89.9595,
2025-03-24 13:59:46.000,0.0013,21.2836,10.105,21.3341,249.2564,0.0048,-0.0274,-0.0272,0.0105,1486.2437,1.3668,90.0552,
2025-03-24 13:59:47.000,0.0012,21.2835,10.1049,21.3352,249.5225,0.0005,-0.0275,-0.0273,0.0105,1486.2435,1.2853,90.1512,
2025-03-24 13:59:49.000,0.0011,21.2836,10.1048,21.3366,250.0012,0.0057,-0.0276,-0.0274,0.0105,1486.2437,1.2254,90.3244,
2025-03-24 13:59:51.000,0.0013,21.2845,10.1051,21.3372,249.0147,0.0042,-0.0273,-0.0271,0.0105,1486.2464,1.3658,89.9695,
2025-03-24 13:59:52.000,0.0011,21.2847,10.105,21.3383,248.9857,0.0033,-0.0274,-0.0272,0.0105,1486.2469,1.2048,89.9593,
2025-03-24 13:59:54.000,0.0012,21.2841,10.105,21.3386,248.8643,0.002,-0.0275,-0.0272,0.0105,1486.2452,1.3257,89.9144,
2025-03-24 13:59:55.000,0.0012,21.2851,10.105,21.3397,249.6231,0.0027,-0.0275,-0.0273,0.0105,1486.2481,1.2445,90.1903,
2025-03-24 13:59:57.000,0.0013,21.2849,10.105,21.3409,249.5505,0.0011,-0.0274,-0.0272,0.0105,1486.2476,1.3455,90.1638,
2025-03-24 13:59:59.000,0.0013,21.2864,10.1051,21.3412,249.6081,0.0057,-0.0273,-0.0271,0.0105,1486.2519,1.3657,90.1872,
2025-03-24 14:00:00.000,0.0011,21.2847,10.1047,21.3422,250.073,0.002,-0.0278,-0.0276,0.0105,1486.247,1.224,90.3522,
2025-03-24 14:00:02.000,0.0012,21.2864,10.1049,21.3427,249.2891,0.0033,-0.0276,-0.0274,0.0105,1486.252,1.2643,90.0719,
2025-03-24 14:00:03.000,0.0011,21.2853,10.1049,21.3437,248.8028,0.0042,-0.0276,-0.0274,0.0105,1486.2487,1.2038,89.8943,
2025-03-24 14:00:05.000,0.0012,21.2854,10.1049,21.3445,249.6301,0.0005,-0.0276,-0.0274,0.0105,1486.2489,1.3243,90.1933,
2025-03-24 14:00:07.000,0.0011,21.2917,10.105,21.345,249.9458,0.0033,-0.0275,-0.0273,0.0105,1486.2679,1.2032,90.3187,
2025-03-24 14:00:08.000,0.0011,21.2872,10.105,21.3459,249.5863,0.0033,-0.0275,-0.0273,0.0105,1486.2543,1.2236,90.1807,
2025-03-24 14:00:10.000,0.0012,21.2874,10.1048,21.3466,249.2059,0.0033,-0.0277,-0.0275,0.0105,1486.2551,1.2434,90.0437,
2025-03-24 14:00:11.000,0.0012,21.2876,10.1046,21.3476,248.9129,0.002,-0.0279,-0.0277,0.0105,1486.2557,1.2834,89.9382,
2025-03-24 14:00:13.000,0.0011,21.2871,10.1048,21.3486,249.047,0.0005,-0.0277,-0.0275,0.0105,1486.2542,1.2027,89.9857,
2025-03-24 14:00:15.000,0.0013,21.2873,10.1048,21.3488,249.5725,0.0032,-0.0277,-0.0275,0.0105,1486.2547,1.3639,90.176,
2025-03-24 14:00:16.000,0.0011,21.29,10.1048,21.35,249.5462,0.0032,-0.0276,-0.0274,0.0105,1486.2627,1.2221,90.1712,
2025-03-24 14:00:18.000,0.0011,21.2879,10.1048,21.3505,249.6429,0.0026,-0.0276,-0.0274,0.0105,1486.2565,1.1615,90.2024,
2025-03-24 14:00:19.000,0.0011,21.2952,10.1049,21.3515,250.0483,0.0011,-0.0276,-0.0274,0.0105,1486.278,1.2021,90.3617,
2025-03-24 14:00:21.000,0.0011,21.2917,10.1049,21.3524,248.9994,0.0026,-0.0276,-0.0274,0.0105,1486.2676,1.1816,89.9766,
2025-03-24 14:00:22.000,0.0011,21.2919,10.105,21.3529,249.0748,0.0048,-0.0274,-0.0272,0.0105,1486.2684,1.2213,90.0042,
2025-03-24 14:00:24.000,0.0011,21.294,10.105,21.3537,249.6395,0.002,-0.0275,-0.0272,0.0105,1486.2746,1.1812,90.212,
2025-03-24 14:00:26.000,0.0011,21.2945,10.1048,21.3543,249.3524,0.0011,-0.0277,-0.0274,0.0105,1486.2759,1.2021,90.109,
2025-03-24 14:00:27.000,0.001,21.2962,10.1051,21.3552,249.5394,0.0011,-0.0273,-0.0271,0.0105,1486.2809,1.0805,90.1796,
2025-03-24 14:00:29.000,0.001,21.2969,10.105,21.3562,249.4945,0.0048,-0.0275,-0.0272,0.0105,1486.2831,1.1199,90.1646,
2025-03-24 14:00:30.000,0.001,21.2981,10.1048,21.3565,249.3048,0.0011,-0.0277,-0.0275,0.0105,1486.2868,1.1,90.0982,
2025-03-24 14:00:32.000,0.0011,21.2985,10.1049,21.3578,249.4063,-0.0004,-0.0276,-0.0274,0.0105,1486.2878,1.1808,90.1356,
2025-03-24 14:00:34.000,0.0012,21.2993,10.1048,21.358,248.7396,0.0048,-0.0276,-0.0274,0.0105,1486.2904,1.281,89.8961,
2025-03-24 14:00:35.000,0.0012,21.3,10.1049,21.359,248.985,0.0005,-0.0275,-0.0273,0.0105,1486.2923,1.2406,89.9859,
2025-03-24 14:00:37.000,0.0013,21.302,10.1048,21.3595,249.771,0.0026,-0.0277,-0.0275,0.0105,1486.2982,1.3614,90.2735,
2025-03-24 14:00:38.000,0.0013,21.3008,10.1049,21.3613,249.5078,0.0063,-0.0276,-0.0274,0.0105,1486.2947,1.3812,90.1764,
2025-03-24 14:00:40.000,0.0011,21.3025,10.1046,21.3626,248.9105,0.0005,-0.0279,-0.0276,0.0105,1486.2996,1.1792,89.9634,
2025-03-24 14:00:42.000,0.0012,21.3028,10.1046,21.3631,249.2927,-0.0025,-0.0278,-0.0276,0.0105,1486.3008,1.3411,90.1022,
2025-03-24 14:00:43.000,0.0011,21.3031,10.1046,21.3645,250.0566,0.0026,-0.0279,-0.0277,0.0105,1486.3015,1.1994,90.3787,
2025-03-24 14:00:45.000,0.0012,21.3032,10.1046,21.3649,249.5909,0.0011,-0.0278,-0.0276,0.0105,1486.3019,1.2391,90.2107,
2025-03-24 14:00:46.000,0.0012,21.3027,10.1049,21.3662,249.7221,0.002,-0.0276,-0.0273,0.0105,1486.3004,1.2597,90.2572,
2025-03-24 14:00:48.000,0.0011,21.3074,10.1049,21.3674,248.7877,0.0041,-0.0275,-0.0273,0.0105,1486.3143,1.2188,89.9277,
2025-03-24 14:00:50.000,0.0012,21.3058,10.105,21.3675,249.3814,0.0026,-0.0275,-0.0273,0.0105,1486.3096,1.2794,90.1394,
2025-03-24 14:00:51.000,0.0012,21.3086,10.1049,21.3689,249.066,0.0057,-0.0276,-0.0273,0.0105,1486.3178,1.3396,90.0304,
2025-03-24 14:00:53.000,0.0011,21.3098,10.1048,21.3696,248.8531,0.002,-0.0276,-0.0274,0.0105,1486.3215,1.1989,89.9556,
2025-03-24 14:00:54.000,0.0011,21.3096,10.1047,21.3705,248.942,0.0047,-0.0277,-0.0275,0.0105,1486.3207,1.138,89.9873,
2025-03-24 14:00:56.000,0.0012,21.3099,10.105,21.3719,249.2584,0.002,-0.0275,-0.0272,0.0105,1486.3217,1.2591,90.1022,
2025-03-24 14:00:58.000,0.0012,21.3104,10.105,21.3726,248.9239,0.0026,-0.0274,-0.0272,0.0105,1486.3232,1.319,89.9822,
2025-03-24 14:00:59.000,0.0012,21.3104,10.1047,21.3738,249.3144,0.0026,-0.0277,-0.0275,0.0105,1486.3232,1.3388,90.1234,
2025-03-24 14:01:01.000,0.0011,21.311,10.1048,21.3743,249.5174,0.002,-0.0277,-0.0275,0.0105,1486.3248,1.2184,90.1977,
2025-03-24 14:01:02.000,0.0013,21.3137,10.1048,21.3756,248.7408,0.0041,-0.0277,-0.0274,0.0105,1486.3329,1.3589,89.9217,
2025-03-24 14:01:04.000,0.0011,21.3134,10.1048,21.3769,248.4564,0.0026,-0.0276,-0.0274,0.0105,1486.3321,1.1365,89.8185,
2025-03-24 14:01:06.000,0.0013,21.3147,10.1047,21.3773,249.0013,0.0011,-0.0277,-0.0275,0.0105,1486.336,1.4184,90.0178,
2025-03-24 14:01:07.000,0.0012,21.314,10.105,21.379,249.128,0.0041,-0.0274,-0.0272,0.0105,1486.3339,1.2371,90.0623,
2025-03-24 14:01:09.000,0.0011,21.3148,10.1047,21.3797,249.713,0.0047,-0.0277,-0.0275,0.0105,1486.3361,1.1361,90.2751,
2025-03-24 14:01:10.000,0.0012,21.3143,10.1047,21.3808,248.797,0.0026,-0.0277,-0.0275,0.0105,1486.3345,1.2969,89.9431,
2025-03-24 14:01:12.000,0.0013,21.3158,10.1046,21.3823,249.4321,0.0011,-0.0279,-0.0276,0.0105,1486.339,1.3982,90.1753,
2025-03-24 14:01:14.000,0.0011,21.3154,10.1049,21.3828,249.1065,0.0026,-0.0275,-0.0273,0.0105,1486.3381,1.1754,90.057,
2025-03-24 14:01:15.000,0.001,21.316,10.1048,21.3841,248.8944,0.0032,-0.0277,-0.0274,0.0105,1486.3397,1.0748,89.9813,
2025-03-24 14:01:17.000,0.0013,21.3156,10.1048,21.3847,248.9202,0.0047,-0.0277,-0.0275,0.0105,1486.3385,1.3978,89.9899,
2025-03-24 14:01:18.000,0.0012,21.3159,10.1047,21.3863,248.4742,0.0011,-0.0278,-0.0276,0.0105,1486.3394,1.2763,89.8293,
2025-03-24 14:01:20.000,0.0013,21.3166,10.1047,21.387,248.9691,0.002,-0.0278,-0.0275,0.0105,1486.3416,1.3567,90.0094,
2025-03-24 14:01:22.000,0.0012,21.3157,10.1048,21.3877,249.5593,-0.0004,-0.0276,-0.0274,0.0105,1486.3389,1.2763,90.2212,
2025-03-24 14:01:23.000,0.0011,21.3163,10.1049,21.3884,248.9639,0.0011,-0.0275,-0.0273,0.0105,1486.3406,1.1548,90.0069,
2025-03-24 14:01:25.000,0.0011,21.3178,10.1048,21.389,249.485,0.0041,-0.0276,-0.0274,0.0105,1486.3452,1.1952,90.1981,
2025-03-24 14:01:26.000,0.0011,21.3196,10.1047,21.3905,249.1251,0.0026,-0.0278,-0.0275,0.0105,1486.3505,1.1944,90.0711,
2025-03-24 14:01:28.000,0.0012,21.32,10.1047,21.3916,248.9708,0.0041,-0.0278,-0.0275,0.0105,1486.3516,1.2755,90.0159,
2025-03-24 14:01:30.000,0.001,21.3207,10.1049,21.3918,249.4874,0.0032,-0.0276,-0.0274,0.0105,1486.3536,1.114,90.2039,
2025-03-24 14:01:31.000,0.0012,21.3219,10.1047,21.3928,249.089,0.002,-0.0277,-0.0275,0.0105,1486.3571,1.3155,90.062,
2025-03-24 14:01:33.000,0.0012,21.3227,10.1047,21.3938,249.0186,0.0011,-0.0278,-0.0275,0.0105,1486.3596,1.2949,90.0381,
2025-03-24 14:01:34.000,0.0012,21.3239,10.1046,21.3951,248.0653,0.0026,-0.0279,-0.0276,0.0105,1486.3632,1.2545,89.6955,
2025-03-24 14:01:36.000,0.0012,21.3244,10.1047,21.3955,249.4343,0.002,-0.0277,-0.0275,0.0105,1486.3648,1.2747,90.1914,
2025-03-24 14:01:38.000,0.0011,21.3265,10.1048,21.3966,248.9283,-0.0031,-0.0277,-0.0275,0.0105,1486.3709,1.1535,90.0121,
2025-03-24 14:01:39.000,0.0012,21.3273,10.1048,21.3976,248.6483,0.0032,-0.0276,-0.0274,0.0105,1486.3733,1.2944,89.9123,
2025-03-24 14:01:41.000,0.0013,21.3289,10.1045,21.3983,249.2013,0.002,-0.028,-0.0278,0.0105,1486.3781,1.3751,90.115,
2025-03-24 14:01:42.000,0.0011,21.3289,10.1048,21.3993,248.8626,0.002,-0.0276,-0.0274,0.0105,1486.3781,1.1733,89.9925,
2025-03-24 14:01:44.000,0.001,21.3296,10.1048,21.4009,249.3846,0.002,-0.0277,-0.0274,0.0105,1486.38,1.0518,90.1825,
2025-03-24 14:01:46.000,0.0011,21.3308,10.1047,21.401,248.9124,0.0041,-0.0278,-0.0276,0.0105,1486.3834,1.2129,90.0138,
2025-03-24 14:01:47.000,0.0011,21.3324,10.1044,21.4019,248.9835,0.0026,-0.0281,-0.0279,0.0105,1486.3884,1.2334,90.0424,
2025-03-24 14:01:49.000,0.0012,21.3344,10.1046,21.4025,248.7037,0.0047,-0.0278,-0.0276,0.0105,1486.3942,1.2528,89.9447,
2025-03-24 14:01:50.000,0.0011,21.3335,10.1046,21.4039,249.5929,0.0011,-0.0279,-0.0277,0.0105,1486.3914,1.2327,90.2646,
2025-03-24 14:01:52.000,0.0011,21.3338,10.1047,21.4049,248.8223,0.0047,-0.0278,-0.0275,0.0105,1486.3924,1.1318,89.9865,
2025-03-24 14:01:54.000,0.0011,21.335,10.1047,21.4057,248.5506,0.0041,-0.0278,-0.0275,0.0105,1486.3962,1.1519,89.8905,
2025-03-24 14:01:55.000,0.0008,21.3352,10.1044,21.4067,249.5918,0.002,-0.028,-0.0278,0.0105,1486.3965,0.869,90.2672,
2025-03-24 14:01:57.000,0.0011,21.3359,10.1047,21.4071,248.8216,0.0032,-0.0278,-0.0275,0.0105,1486.3988,1.2121,89.99,
2025-03-24 14:01:58.000,0.0011,21.3368,10.1045,21.4082,249.1761,0.0041,-0.0279,-0.0277,0.0105,1486.4014,1.1912,90.1197,
2025-03-24 14:02:00.000,0.0012,21.3361,10.1043,21.4093,249.0311,0.002,-0.0281,-0.0279,0.0105,1486.3993,1.2719,90.0661,
2025-03-24 14:02:02.000,0.0011,21.3358,10.1046,21.4099,248.6104,0.0026,-0.0279,-0.0276,0.0105,1486.3985,1.1512,89.9135,
2025-03-24 14:02:03.000,0.0012,21.3376,10.1046,21.4108,249.0816,0.0041,-0.0279,-0.0276,0.0105,1486.4039,1.292,90.087,
2025-03-24 14:02:05.000,0.0012,21.337,10.1045,21.4114,248.7547,0.002,-0.028,-0.0278,0.0105,1486.4017,1.2917,89.9676,
2025-03-24 14:02:06.000,0.0011,21.3382,10.1046,21.4124,249.4583,-0.0004,-0.0279,-0.0276,0.0105,1486.4056,1.1302,90.2243,
2025-03-24 14:02:08.000,0.0012,21.3403,10.1047,21.4136,248.9478,0.0032,-0.0278,-0.0275,0.0105,1486.4116,1.292,90.0433,
2025-03-24 14:02:10.000,0.0011,21.3414,10.1045,21.4141,249.8579,0.002,-0.028,-0.0278,0.0105,1486.4151,1.15,90.3746,
2025-03-24 14:02:11.000,0.0011,21.3414,10.1045,21.4155,248.972,0.0005,-0.028,-0.0278,0.0105,1486.4149,1.2307,90.054,
2025-03-24 14:02:13.000,0.001,21.3409,10.1043,21.4155,249.5974,0.0005,-0.0281,-0.0279,0.0105,1486.4135,1.0898,90.2794,
2025-03-24 14:02:14.000,0.0011,21.3419,10.1047,21.4166,249.1753,0.0047,-0.0278,-0.0275,0.0105,1486.4166,1.2098,90.1285,
2025-03-24 14:02:16.000,0.0012,21.3427,10.1044,21.4181,249.3159,0.0026,-0.028,-0.0278,0.0105,1486.4189,1.2501,90.1808,
2025-03-24 14:02:18.000,0.0011,21.3432,10.1045,21.418,248.8175,0.0005,-0.028,-0.0278,0.0105,1486.4202,1.2101,90.0012,
2025-03-24 14:02:19.000,0.0012,21.3435,10.1045,21.4195,248.4181,0.002,-0.028,-0.0278,0.0105,1486.4213,1.2703,89.8574,
2025-03-24 14:02:21.000,0.0012,21.3449,10.1047,21.4198,248.5919,0.002,-0.0277,-0.0275,0.0105,1486.4254,1.2501,89.9227,
2025-03-24 14:02:22.000,0.0013,21.3411,10.1046,21.4215,248.7034,0.0032,-0.0278,-0.0276,0.0105,1486.4143,1.3705,89.9564,
2025-03-24 14:02:24.000,0.0011,21.3429,10.1045,21.4221,249.1168,0.0056,-0.0279,-0.0277,0.0105,1486.4193,1.168,90.1089,
2025-03-24 14:02:26.000,0.0012,21.3453,10.1046,21.4229,248.8155,0.0047,-0.0278,-0.0276,0.0105,1486.4266,1.2695,90.0043,
2025-03-24 14:02:27.000,0.0013,21.341,10.1045,21.4236,249.5652,0.0026,-0.028,-0.0278,0.0105,1486.4139,1.3907,90.2679,
2025-03-24 14:02:29.000,0.0011,21.3469,10.1047,21.4245,249.5842,0.002,-0.0278,-0.0275,0.0105,1486.4312,1.209,90.2851,
2025-03-24 14:02:30.000,0.0011,21.3457,10.1045,21.4258,248.9691,0.0032,-0.028,-0.0278,0.0105,1486.428,1.2083,90.0606,
2025-03-24 14:02:32.000,0.0012,21.3476,10.1047,21.4268,248.7193,0.0041,-0.0277,-0.0275,0.0105,1486.4332,1.3098,89.9734,
2025-03-24 14:02:34.000,0.0011,21.3486,10.1045,21.4277,249.2644,0.0011,-0.028,-0.0278,0.0105,1486.4364,1.188,90.1726,
2025-03-24 14:02:35.000,0.0013,21.3504,10.1044,21.429,248.9425,-0.0004,-0.0281,-0.0279,0.0105,1486.4417,1.3692,90.0592,
2025-03-24 14:02:37.000,0.001,21.3485,10.1044,21.429,248.8219,0.0005,-0.0281,-0.0278,0.0105,1486.4361,1.107,90.0122,
2025-03-24 14:02:38.000,0.0011,21.3478,10.1047,21.4308,249.1324,0.0005,-0.0278,-0.0275,0.0105,1486.4337,1.1474,90.1232,
2025-03-24 14:02:40.000,0.0012,21.3482,10.1044,21.4319,249.1899,-0.001,-0.028,-0.0278,0.0105,1486.4353,1.2879,90.1449,
2025-03-24 14:02:42.000,0.0011,21.3521,10.1045,21.4325,248.9539,0.0056,-0.028,-0.0277,0.0105,1486.4467,1.1872,90.0663,
2025-03-24 14:02:43.000,0.0012,21.3528,10.1047,21.4331,248.4168,0.0062,-0.0278,-0.0276,0.0105,1486.4489,1.2485,89.8733,
2025-03-24 14:02:45.000,0.0012,21.3538,10.1044,21.4346,248.9981,0.0005,-0.028,-0.0278,0.0105,1486.4518,1.3072,90.0853,
2025-03-24 14:02:46.000,0.0012,21.354,10.1044,21.4349,249.7507,0.0041,-0.0281,-0.0278,0.0105,1486.4523,1.2675,90.3579,
2025-03-24 14:02:48.000,0.0012,21.3551,10.1005,21.4364,247.9696,0.0041,-0.032,-0.0317,0.0105,1486.4555,1.327,89.7155,
2025-03-24 14:02:50.000,0.0011,21.3528,10.1045,21.4368,249.1869,0.0026,-0.0279,-0.0277,0.0105,1486.4487,1.166,90.1517,
2025-03-24 14:02:51.000,0.0011,21.3544,10.1046,21.4378,249.0164,0.0047,-0.0279,-0.0276,0.0105,1486.4533,1.2265,90.0928,
2025-03-24 14:02:53.000,0.001,21.3569,10.1048,21.4389,249.3109,0.0032,-0.0277,-0.0274,0.0105,1486.4608,1.1252,90.2038,
2025-03-24 14:02:54.000,0.0011,21.3548,10.1045,21.44,248.9678,0.002,-0.0279,-0.0277,0.0105,1486.4546,1.1659,90.076,
2025-03-24 14:02:56.000,0.0013,21.3569,10.1046,21.4407,249.0696,0.0026,-0.0278,-0.0276,0.0105,1486.4609,1.3467,90.1166,
2025-03-24 14:02:58.000,0.001,21.3519,10.1045,21.4414,249.2494,0.0056,-0.0279,-0.0277,0.0105,1486.4463,1.1048,90.1729,
2025-03-24 14:02:59.000,0.001,21.3582,10.1043,21.4423,248.3766,0.0032,-0.0281,-0.0279,0.0105,1486.4647,1.0643,89.8681,
2025-03-24 14:03:01.000,0.001,21.3619,10.1044,21.4429,248.3438,0.0032,-0.0281,-0.0279,0.0105,1486.4756,1.1247,89.8627,
2025-03-24 14:03:02.000,0.0011,21.3624,10.1047,21.444,249.2376,0.0032,-0.0278,-0.0275,0.0105,1486.477,1.2252,90.1869,
2025-03-24 14:03:04.000,0.0011,21.3629,10.1047,21.4447,249.0037,0.0032,-0.0277,-0.0275,0.0105,1486.4785,1.1643,90.1032,
2025-03-24 14:03:06.000,0.0011,21.3616,10.1045,21.4451,248.7154,0.0041,-0.028,-0.0278,0.0105,1486.4747,1.2047,89.9966,
2025-03-24 14:03:07.000,0.0011,21.3705,10.1043,21.4458,248.6812,0.0041,-0.0281,-0.0279,0.0105,1486.5012,1.2041,89.9999,
